file_id	md5	size	urls	sample_id	subject_id
69c6b9398e0e2e889eb127933f94856b	8639ac3c78bf2cef773a0e0872765eba	27248640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP833671_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768cbc63e	EP833671
69c6b9398e0e2e889eb127933f5fce30	c05c623e7f016a14c7041f339ba7ce49	22691840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP779613_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768c8ea1c	EP779613
745297f7a7f28d0d15d5060e7b2fd47f	a82353820cd28804226afea476bfa675	55265280	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP560280_K70_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1534e6d8	EP560280
69c6b9398e0e2e889eb127933fa8ae27	df90afcd195df8bfa244cdf082b639d4	30658560	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP437943_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768aada1e	EP437943
6d91411d5ede0689305232cc775f1660	d653ded3432f26a14e50da15d73dcc12	12779520	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP247445_K70_MV1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2d2d972	EP247445
69c6b9398e0e2e889eb127933f5b7ca9	c9afbcdb7901b5b7be7bb8e332871631	5468160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP514824_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768b30d61	EP514824
6d91411d5ede0689305232cc772b9bce	1de399adb52eaee6e600fa60140e7c1a	22118400	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP247202_K70_MV1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2c5ae48	EP247202
745297f7a7f28d0d15d5060e7b77cb5e	0179de5ed241ee122e696710a87c19dc	20224000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP754016_K70_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c154a1d25	EP754016
69c6b9398e0e2e889eb127933facefe5	8f99763b77953fc72556fa8d947dc69b	40529920	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP291588_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b76898e27b	EP291588
69c6b9398e0e2e889eb127933fa7ce29	e1ed3d66178a3e2a5ad28b662b7f62af	22323200	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP075340_K70_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b7687fccd7	EP075340
745297f7a7f28d0d15d5060e7b6547f3	473874fecfeaf49332715eae7287a6a2	31744000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP154266_K70_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10eff803	EP154266
