file_id	md5	size	urls	sample_id	subject_id
745297f7a7f28d0d15d5060e7b0681b0	69a020db954b37bd70a04c0f74be32c7	20285440	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP081373_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1502e8b5	EP081373
745297f7a7f28d0d15d5060e7b53ab1a	80c1b487a05d701299abb6bed1c90daa	1433600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP482764_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1501ba9e	EP482764
745297f7a7f28d0d15d5060e7b172e2a	b138b44ea932cf98b3216016aaa06e0b	17223680	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP521049_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10fee5fd	EP521049
745297f7a7f28d0d15d5060e7b0bc4cb	bb2d2fe48b2d952c478e74692347d97d	10721280	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP642999_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10ef1a18	EP642999
745297f7a7f28d0d15d5060e7b62f8e6	b762c06ff94c501c5a49b6b508f81bf0	31539200	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP470960_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1510b9ff	EP470960
745297f7a7f28d0d15d5060e7b46378b	8f06b189054d6c3e256d84ea8a7daabc	5335040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP524246_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1519e477	EP524246
745297f7a7f28d0d15d5060e7b4c368f	ed5d86fc4c53972425ae5f379cf45473	55726080	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP631955_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15590dbe	EP631955
745297f7a7f28d0d15d5060e7b3b5306	9f0f65d94948be93fa5b5024c4cfc5de	10711040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP370370_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15476cbc	EP370370
69c6b9398e0e2e889eb127933f58be8d	d2a03cc6e266ab3646dc7eb226fbe4d0	14981120	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP514824_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768b275c6	EP514824
69c6b9398e0e2e889eb127933f541abf	e9489dc23393968e045c816f611f3e23	37703680	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP765637_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768c724af	EP765637
745297f7a7f28d0d15d5060e7b513ac3	59efe110b44d54d3351a55490eb7f2dd	38656000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP828710_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c153c1f18	EP828710
745297f7a7f28d0d15d5060e7b32345a	69ca3ea97e602daccae2470306c1acb8	39976960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP368562_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10ee8b86	EP368562
745297f7a7f28d0d15d5060e7b2e3d77	b25472c1ae8a582de3537cb929fb1e5a	81920	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP925694_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c151cecd3	EP925694
745297f7a7f28d0d15d5060e7b135191	cb90aaa0fdc866713ca2e1296ee6943c	73103360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP316551_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10ff9449	EP316551
745297f7a7f28d0d15d5060e7b4b06e2	261a4a182e9f5c0b23f02fb04797d39b	5765120	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP489199_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c154d70f3	EP489199
745297f7a7f28d0d15d5060e7b6a9c9f	78139775d840319568b893f91979258f	33751040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP218239_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10ed3893	EP218239
745297f7a7f28d0d15d5060e7b3d37db	3530c28b7d2234a65fa96547508d8f35	14796800	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP362721_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1549a2f3	EP362721
745297f7a7f28d0d15d5060e7b302e16	00eac6f288ddaebf8171c2f725009218	34723840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP811525_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15156073	EP811525
745297f7a7f28d0d15d5060e7b2d1d77	5cb929660486d260456fbf33f66ad5dd	266240	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP708835_K100_MV1D.rawseqset.tar	858ed4564f11795ec13dda4c10fc51af	EP708835
745297f7a7f28d0d15d5060e7b2c0e51	01de717f7623de4fcaeb842aeef37049	21155840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP238282_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c1540c392	EP238282
69c6b9398e0e2e889eb127933f6210a9	996d66269c116d1ea39685fd0e260711	19066880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP353148_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768a0f95a	EP353148
69c6b9398e0e2e889eb127933f5dd051	8706e10d470c9e7b5dab7a79bad33a01	153600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP941670_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768d3f37e	EP941670
745297f7a7f28d0d15d5060e7b66966f	c60e774b7fdd612b3b9cdb1839ad7cad	25333760	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP323428_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c152c02ac	EP323428
745297f7a7f28d0d15d5060e7b3a346f	0569b4466218ee368e270d007fc457de	10885120	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP428956_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c15323c1c	EP428956
745297f7a7f28d0d15d5060e7b51c95c	771a1325d343e9a834363641faa244b2	860160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP487163_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c151e74f7	EP487163
69c6b9398e0e2e889eb127933f940317	a74e3b4683d915dae96d5504ce705f70	22620160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP396857_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b768a48922	EP396857
745297f7a7f28d0d15d5060e7b2a1ec1	ac752e600c6897593eaeb6dfdaeb77d7	48281600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP936464_K100_MV1D.rawseqset.tar	8938ac880f194a32bc6b736c150d4842	EP936464
69c6b9398e0e2e889eb127933fa1fe78	8efe6be5c2f59dcc000467ebfeb4d934	16783360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP230041_K100_MV1D.rawseqset.tar	76612bd9a41885add4f6b0b7688da739	EP230041
