file_id	md5	size	urls	sample_id	subject_id
69c6b9398e0e2e889eb127933fa4f971	02e62d9570f33bf2d9ca39e0190d15de	8028160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP239957_K30_BSTD.rawseqset.tar	76612bd9a41885add4f6b0b768909c07	EP239957
745297f7a7f28d0d15d5060e7b08abe5	5facb017ee4f5cfc2479fe2f7b60d9c3	17797120	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP791691_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c154ff261	EP791691
745297f7a7f28d0d15d5060e7b266c0d	034dfd213e534b6c96d8d79b5058ae3a	215040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP933492_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1516ff2e	EP933492
6d91411d5ede0689305232cc772ba984	90c2bc73635d762a6734e3e339dc4d58	34201600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP929440_K30_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ec63b1	EP929440
745297f7a7f28d0d15d5060e7b7a22bf	4f87c4e4410218aac3fb3fb6389b6ff1	21504000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP754016_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1549d5e2	EP754016
745297f7a7f28d0d15d5060e7b873706	20ae2203c9ca27346723fa86227a90c5	13096960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP599902_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c156d8a88	EP599902
69c6b9398e0e2e889eb127933f743a5d	787baf0e088b9bd04ae3a743500e0cda	768000	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP451329_K30_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768ac4c17	EP451329
745297f7a7f28d0d15d5060e7b200a76	292997c1acc463b3c86746be7aba6412	1208320	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP435885_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c156bb922	EP435885
745297f7a7f28d0d15d5060e7b5c93d6	1fbd3e491fc5e37f04caced667e8f22d	655360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP044415_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15159b01	EP044415
745297f7a7f28d0d15d5060e7b2653b7	71e03c31bedfbe6a7c8b82e03a574800	235520	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP560280_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1534aa54	EP560280
745297f7a7f28d0d15d5060e7b784514	09782ec49fd1f96de94264ac46b1b0a8	20480	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP543835_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c154b8d0a	EP543835
745297f7a7f28d0d15d5060e7b7964fe	ea046a770fd36350c333d20ab84b2660	245760	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP944038_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c151656ca	EP944038
745297f7a7f28d0d15d5060e7b412285	e3a31ac7e2e9eea93b6ef9bf593950e1	1648640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP080581_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1553e03e	EP080581
745297f7a7f28d0d15d5060e7b42c65e	24b7f3420baf8db6834b448b5f564192	49008640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP227762_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1551261f	EP227762
6d91411d5ede0689305232cc7740e1c1	c3d18af549166994fc9a8ff501f5e303	1751040	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP249375_K30_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ed2b6d	EP249375
745297f7a7f28d0d15d5060e7b448ca6	45712e274d9b081a861716f051c62aa1	122880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP117915_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15341485	EP117915
745297f7a7f28d0d15d5060e7b4dce6d	796d432f3733a63d0728168d62b300ea	286720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP389265_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15175068	EP389265
745297f7a7f28d0d15d5060e7b5e7ee5	9ba05c40e334fc22a8610054ff63032a	2641920	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP137942_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c155d3293	EP137942
6d91411d5ede0689305232cc77288827	43eeeb8187f03be3b843ec2796ce6514	378880	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP919343_K30_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ec8349	EP919343
745297f7a7f28d0d15d5060e7b2314ce	8b9475ac53cf7d30026676685505a051	40960	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP256139_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15352d4d	EP256139
745297f7a7f28d0d15d5060e7b5f7ebd	67ea1243ccf749a56ce5f7035fbbc191	112640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP075428_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c153c5b8f	EP075428
69c6b9398e0e2e889eb127933f881285	59e497c8047f939e99044e980f648b12	307200	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP642005_K30_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768bcfdd0	EP642005
745297f7a7f28d0d15d5060e7b76d871	28153509d7ddbef6313ff29198e6f510	706560	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP217091_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15310b67	EP217091
745297f7a7f28d0d15d5060e7b654c81	643ba54f2c9c8742a8cb740d0e5536ff	358400	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP373403_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15271022	EP373403
6d91411d5ede0689305232cc772c99c2	3903e0f9d91b97727514f3f258941632	184320	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP637055_K30_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ecd951	EP637055
745297f7a7f28d0d15d5060e7b7ed0b8	673c3f6786dae676dafec4c257877833	30720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP673071_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15392cb8	EP673071
745297f7a7f28d0d15d5060e7b471e20	6b38d5f59fa238ea376a4055140ff57c	21596160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP492474_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c152a5329	EP492474
745297f7a7f28d0d15d5060e7b0b55c3	9a4bb2ddbde0bb83484db490a8f9f1fb	15605760	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP031863_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15598a9f	EP031863
745297f7a7f28d0d15d5060e7b3e512e	2a8a60385a2d2d70f7e677e24d5ad292	184320	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP503295_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1551c5f7	EP503295
745297f7a7f28d0d15d5060e7b5c1549	312ffe1f2fa3834506e291252362a9d0	3850240	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP342029_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15625695	EP342029
745297f7a7f28d0d15d5060e7b1fd7c4	16d50740fefdfbbf19611d171402e62e	30720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP096310_K30_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c154337e3	EP096310
