file_id	md5	size	urls	sample_id	subject_id
6d91411d5ede0689305232cc77207b7e	dd6abc2deb109f217a6ee597372ea19e	20029440	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP273248_K80_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1520c8e4	EP273248
6d91411d5ede0689305232cc7723d57b	8ae0190b61e5224e6bd2885c4fc74988	153600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP575820_K80_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c15022928	EP575820
6d91411d5ede0689305232cc774644d3	8e20cfd9319ba0cc9f38c1106878e544	112640	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP070043_K80_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c154e7ed1	EP070043
6d91411d5ede0689305232cc771fd1a4	1c5f1f8e53c041ff06ff6591b8efb09c	102400	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP131173_K80_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2cf2db2	EP131173
745297f7a7f28d0d15d5060e7b68593c	ef550cd4cc7a71899a012760a7b86d7b	31580160	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP804124_K80_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1518c8f6	EP804124
6d91411d5ede0689305232cc773f1b47	8deedcfcb139889ccf682595e6bd4943	778240	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP483881_K80_BS1D.rawseqset.tar	858ed4564f11795ec13dda4c10fa8b19	EP483881
745297f7a7f28d0d15d5060e7b679b48	ccf8e1f2e34f9fc6d1ad38f240c33cd9	174080	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP557758_K80_BS1D.rawseqset.tar	858ed4564f11795ec13dda4c10f8d91b	EP557758
69c6b9398e0e2e889eb127933fadf94a	f62d24ebde818bac7de09c714ac57585	3491840	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP566677_K80_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768b72df2	EP566677
69c6b9398e0e2e889eb127933f7ead76	34f5a1b7b0fd47ccff15c97285bbc5c7	133263360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP954767_K80_BS1D.rawseqset.tar	76612bd9a41885add4f6b0b768d50dc8	EP954767
6d91411d5ede0689305232cc7721c5fd	75151b9f12fd65f30141aa7cb36ecfaa	11929600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP607311_K80_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2d5b393	EP607311
6d91411d5ede0689305232cc77528320	61c6251f2279a078d390a52a4f74ac88	71700480	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP392047_K80_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2ec0722	EP392047
6d91411d5ede0689305232cc772879f0	35363911114f57eabead46ae2b9b0f8c	81920	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP164977_K80_BS1D.rawseqset.tar	8938ac880f194a32bc6b736c1539af85	EP164977
6d91411d5ede0689305232cc7740ad07	41669e95848eabdc2c56a5551cf56e06	1423360	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP247445_K80_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2d2db3a	EP247445
6d91411d5ede0689305232cc7739d229	89f821bcb7d62a147201b81a2eee36ea	286720	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP824738_K80_BS1D.rawseqset.tar	858ed4564f11795ec13dda4c10f393b9	EP824738
6d91411d5ede0689305232cc7741f7b4	26931ce654857c43f3c8194faab0cbfc	2457600	https://downloads.hmpdacc.org/ihmp/ptb/genome/microbiome/16s/raw/EP361548_K80_BS1D.rawseqset.tar	e50d0c183689e4053ccb35f8b2dbeee6	EP361548
